type,title,director,cast,country,rating,listed_in
Movie,baahubali: the beginning (malayalam version),['S.S.Rajamouli'],"['Prabhas', 'RanaDaggubati', 'AnushkaShetty', 'TamannaahBhatia', 'Sathyaraj', 'Nassar', 'RamyaKrishnan', 'Sudeep']",['nan'],TV-14,"['Action&Adventure', 'Dramas', 'InternationalMovies']"
Movie,baahubali: the beginning (tamil version),['S.S.Rajamouli'],"['Prabhas', 'RanaDaggubati', 'AnushkaShetty', 'TamannaahBhatia', 'Sathyaraj', 'Nassar', 'RamyaKrishnan', 'Sudeep']",['nan'],TV-14,"['Action&Adventure', 'Dramas', 'InternationalMovies']"
Movie,baazaar,['GauravvKChawla'],"['SaifAliKhan', 'ChitrangadaSingh', 'RadhikaApte', 'RohanVinodMehra', 'ManishChaudhary', 'DenzilSmith', 'PawanChopra', 'DeepakGheewala', 'UtkarshMazumdar', 'DanishHussain']",['India'],TV-MA,"['Dramas', 'InternationalMovies']"
Movie,babam ve oğlum,['ÇaganIrmak'],"['ÇetinTekindor', 'FikretKuşkan', 'Hümeyra', 'EgeTanman', 'ŞerifSezer', 'YetkinDikinciler', 'BinnurKaya', 'MahmutGökgöz', 'NergisÇorakçi', 'BilgeSen']",['Turkey'],TV-14,"['Dramas', 'InternationalMovies']"
Movie,babamın ceketi,['MüfitCanSaçıntı'],"['MüfitCanSaçıntı', 'MertTurak', 'ÜnalYeter', 'ElifNurKerkük', 'UğurDemirpehlivan', 'AyşenGruda', 'ErkanCan', 'BanuManioğlu']",['Turkey'],TV-MA,"['Comedies', 'InternationalMovies']"
Movie,babel,['AlejandroG.Iñárritu'],"['BradPitt', 'CateBlanchett', 'GaelGarcíaBernal', 'KojiYakusho', 'AdrianaBarraza', 'RinkoKikuchi', 'SaidTarchani', 'BoubkerAitElCaid', 'ElleFanning', 'NathanGamble', 'MohamedAkhzam']","['France', 'UnitedStates', 'Mexico']",R,"['Dramas', 'IndependentMovies']"
TV Show,babies,['nan'],['nan'],['UnitedStates'],TV-14,"['Docuseries', 'Science&NatureTV']"
TV Show,baby,['nan'],"['BenedettaPorcaroli', 'AlicePagani', 'RiccardoMandolini', 'ChabeliSastreGonzalez', 'BrandoPacitto', 'LorenzoZurzolo', 'ClaudiaPandolfi', 'GalateaRanzi']",['Italy'],TV-MA,"['InternationalTVShows', 'TVDramas', 'TeenTVShows']"
TV Show,baby ballroom,['nan'],"['WarrenBullock', 'JaneBullock']",['UnitedKingdom'],TV-MA,"['BritishTVShows', 'InternationalTVShows', 'RealityTV']"
Movie,baby dolls,['VijayKumarArora'],"['NirmalRishi', 'SonamBajwa', 'SukhwinderChahal', 'Tania', 'GurnamBhullar']",['India'],TV-PG,"['Comedies', 'InternationalMovies', 'RomanticMovies']"
Movie,baby mamas,['StephanieZwane'],"['SalaminaMosese', 'KaySmith', 'ThembisaMdoda', 'DineoRanaka', 'SthembisoKhoza', 'KhayaMthembu', 'JonathanBoynton-Lee', 'NicholasNkuna', 'DonovanPietersen', 'PamelaNomvete']",['SouthAfrica'],TV-14,"['Comedies', 'Dramas', 'InternationalMovies']"
TV Show,babylon berlin,['nan'],"['VolkerBruch', 'LivLisaFries', 'PeterKurth', 'LeonieBenesch', 'MatthiasBrandt', 'SeverijaJanusauskaite', 'FritziHaberlandt', 'IvanShvedoff', 'LarsEidinger', 'AntonvonLucke', 'MiselMaticevic']",['Germany'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'TVDramas']"
Movie,bachelor girls,['ShikhaMakan'],['nan'],['India'],TV-MA,"['Documentaries', 'InternationalMovies']"
Movie,back and forth,['JoséEduardoBelmonte'],"['IngridGuimarães', 'FábioAssunção', 'AliceBraga', 'RosanneMulholland', 'CarolineAbras', 'JoãoAssunção']",['Brazil'],NR,"['Comedies', 'Dramas', 'InternationalMovies']"
Movie,back of the net,['LouiseAlston'],"['SofiaWylie', 'TiarnieCoupland', 'TraeRobin', 'GemmaChua-Tran', 'AshleighRoss', 'YasminHoneychurch', 'RajLabade', 'ChristopherKirby', 'MelissaBonne', 'KateBox']",['Australia'],TV-Y,"['Children&FamilyMovies', 'SportsMovies']"
TV Show,back street girls -gokudols-,['nan'],"['DaisukeOno', 'SatoshiHino', 'KazuyukiOkitsu', 'YukaNukui', 'KaoriMaeda', 'HikaruAkao', 'JunichiSuwabe', 'KeijiFujiwara']",['Japan'],TV-MA,"['AnimeSeries', 'InternationalTVShows']"
TV Show,back to 1989,['nan'],"['MarcusChang', 'IvyShao', 'MiniTsai', 'YorkeSun', 'RayYang', 'ChangChieh']",['Taiwan'],TV-PG,"['InternationalTVShows', 'RomanticTVShows', 'TVComedies']"
Movie,back to school,"['RémyFour', 'JulienWar']","['Ludovik', 'JérômeNiel', 'NicolasBerno', 'JohannDionnet', 'CarolineAnglade', 'JoséphineDraï', 'PaulineDeshons', 'MarcRiso', 'RomainLancry', 'NicolasLumbreras', 'ClaireTran', 'PitchoWombaKonga']",['nan'],TV-MA,"['Comedies', 'InternationalMovies']"
Movie,back to the 90s,['YanyongKuruaungkoul'],"['DanAaronRamnarong', 'PimchanokLeuwisetpaiboon', 'ChanintornJitpreeda', 'ChonlakarnPuangnoy', 'AchitaPramojNaAyudhya', 'VichudaPindum', 'KriengsakHrientong', 'LikitSittiphun']",['Thailand'],TV-14,"['Comedies', 'InternationalMovies', 'Music&Musicals']"
TV Show,back with the ex,['nan'],['nan'],['nan'],TV-MA,"['InternationalTVShows', 'RealityTV', 'RomanticTVShows']"
Movie,backcountry,['AdamMacDonald'],"['MissyPeregrym', 'JeffRoop', 'EricBalfour', 'NicholasCampbell']",['Canada'],NR,"['HorrorMovies', 'IndependentMovies', 'Thrillers']"
Movie,backdraft 2,['GonzaloLópez-Gallego'],"['JoeAnderson', 'WilliamBaldwin', 'DonaldSutherland', 'AlishaBailey', 'AlastairMackenzie', 'DominicMafham', 'Jessamine-BlissBell', 'MartinHutson', 'AaronMcCusker', 'CyrilNri']",['UnitedStates'],R,"['Action&Adventure', 'Dramas']"
Movie,backfire,['DavePatten'],"['BlackDeniro', 'Byron""Squally""Vinson', 'DominicCosta', 'NickFerraro', 'PeterFerriero', 'JowharahJones']",['UnitedStates'],TV-MA,"['Dramas', 'IndependentMovies', 'Thrillers']"
Movie,backtrack,['MichaelPetroni'],"['AdrienBrody', 'SamNeill', 'RobinMcLeavy', 'BruceSpence', 'JenniBaird', 'ChloeBayliss', 'AnnaLisePhillips', 'GeorgeShevtsov']","['Australia', 'UnitedKingdom', 'UnitedArabEmirates', 'Canada']",R,"['Dramas', 'Thrillers']"
TV Show,bad blood,['nan'],"['AnthonyLaPaglia', 'KimCoates', 'EnricoColantoni', 'PaulSorvino', 'MaximRoy', 'BrettDonahue', 'MichelleMylett', 'ClaudiaFerri', 'TonyNappo']",['Canada'],TV-MA,"['CrimeTVShows', 'TVDramas']"
TV Show,bad boy billionaires: india,['nan'],['nan'],['India'],TV-14,"['BritishTVShows', 'Docuseries', 'InternationalTVShows']"
Movie,bad boys,['MichaelBay'],"['WillSmith', 'MartinLawrence', 'TéaLeoni', 'TchékyKaryo', 'TheresaRandle', 'JoePantoliano', 'EmmanuelXuereb', 'MichaelImperioli', 'NestorSerrano', 'JulioOscarMechoso']",['UnitedStates'],R,"['Action&Adventure', 'Comedies']"
Movie,bad boys ii,['MichaelBay'],"['WillSmith', 'MartinLawrence', 'JordiMollà', 'GabrielleUnion', 'PeterStormare', 'TheresaRandle', 'JoePantoliano', 'MichaelShannon', 'JonSeda', 'YulVazquez']",['UnitedStates'],R,"['Action&Adventure', 'Comedies']"
Movie,bad day for the cut,['ChrisBaugh'],"[""NigelO'Neill"", 'SusanLynch', 'JózefPawlowski', 'StuartGraham', 'DavidPearse', 'BrianMilligan', 'AnnaProchniak', 'StellaMcCusker', 'IanMcElhinney', 'LalorRoddy']",['UnitedKingdom'],TV-MA,"['IndependentMovies', 'InternationalMovies', 'Thrillers']"
TV Show,bad education,['nan'],"['JackWhitehall', 'MathewHorne', 'SarahSolemani', 'MichelleGomez', 'NikkiRuneckles', 'KaeAlexander', 'LaytonWilliams', 'EthanLawrence', 'CharlieWernham', 'JackBinstead', 'JackBence', 'HarryEnfield']",['UnitedKingdom'],TV-MA,"['BritishTVShows', 'TVComedies']"
Movie,bad genius,['NattawutPoonpiriya'],"['ChutimonChuengcharoensukying', 'ChanonSantinatornkul', 'TeeradonSupapunpinyo', 'EisayaHosuwan', 'ThanethWarakulnukroh', 'SarinratThomas', 'EgoMikitas', 'PasinKuansataporn', 'SahajakBoonthanakit', 'KanjanaVinaipanid']",['Thailand'],TV-MA,"['Dramas', 'InternationalMovies', 'Thrillers']"
Movie,bad grandpa .5,['JeffTremaine'],"['JohnnyKnoxville', 'JacksonNicoll', 'GregHarris', 'GeorginaCates', 'KamberHejlik', 'JillKillington', 'MadisonDavis', 'GeorgeFaughnan', 'SpikeJonze', 'CatherineKeener']",['UnitedStates'],TV-MA,['Comedies']
TV Show,bad guys,['nan'],"['KimSang-jung', 'MaDong-seok', 'ParkHae-Jin', 'ChoDong-hyuk', 'KangYe-won', 'KangShin-il', 'Ji-aMin', 'HwangSeung-eon']",['SouthKorea'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'KoreanTVShows']"
TV Show,bad guys: vile city,['nan'],"['Joong-hoonPark', 'Jin-moJoo', 'YangIk-june', 'Moo-YulKim', 'JiSoo', 'Young-changSong', 'Hong-FaKim', 'Tae-hoRyu', 'Yu-seokKim', 'Soo-youngPark', 'Yoon-heeLee']",['SouthKorea'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'KoreanTVShows']"
Movie,bad match,['DavidChirchirillo'],"['JackCutmore-Scott', 'LiliSimmons', 'BrandonScott', 'ChaseWilliamson', 'NoureenDeWulf', 'SethMorris', 'ChristineDonlon', 'TrentHaaga', 'KahyunKim', 'CynthiaRoseHall', 'ZedrickRestauro', 'EricPodnar']","['Singapore', 'UnitedStates']",TV-MA,['Thrillers']
Movie,bad rap,['SalimaKoroma'],"['JonathanPark', 'Awkwafina', 'DavidLee', 'RichardLee']","['UnitedStates', 'Canada']",TV-MA,"['Documentaries', 'Music&Musicals']"
Movie,bad seeds,['Kheiron'],"['Kheiron', 'CatherineDeneuve', 'AndréDussollier', 'LouisonBlivet', 'AdilDehbi', 'HakouBenosmane', 'YoussouffWague', 'MahiaZrouki', 'JosephJovanovic']","['France', 'Belgium']",TV-MA,"['Comedies', 'Dramas', 'InternationalMovies']"
TV Show,badalte rishton ki dastaan,['nan'],"['AdditiGupta', 'SanjeedaSheikh', 'KiranKarmarkar', 'AbhinavShukla', 'TanushreeKaushal', 'MonaAmbegaonkar']",['India'],TV-14,"['InternationalTVShows', 'TVDramas']"
Movie,badha,"['SumitraBhave', 'SunilSukthankar']","['AmrutaSubhash', 'RajeshMore', 'DevikaDaftardar', 'RenukaDaftardar', 'UttaraBaokar', 'JyotiSubhash', 'MilindShinde', 'SachinMondkar']",['India'],TV-14,"['Dramas', 'InternationalMovies']"
Movie,badla,['SujoyGhosh'],"['AmitabhBachchan', 'TaapseePannu', 'AmritaSingh', 'TonyLuke', 'ManavKaul']",['India'],TV-14,"['InternationalMovies', 'Thrillers']"
Movie,badland,['JustinLee'],"['KevinMakely', 'BruceDern', 'MiraSorvino', 'TraceAdkins', 'WesStudi', 'TonyTodd', 'JeffFahey', 'JamesRusso', 'AmandaWyss']",['UnitedStates'],TV-14,['Dramas']
TV Show,baewatch: parental guidance,['nan'],['nan'],['nan'],TV-MA,"['BritishTVShows', 'RealityTV', 'RomanticTVShows']"
TV Show,baki,['nan'],"['NobunagaShimazaki', 'TakayukiSugo', 'BinShimada', 'RikiyaKoyama', 'TakuyaEguchi', 'BanjoGinga', 'TakehitoKoyasu', 'KenjiroTsuda', 'Chafurin', 'IsseiFutamata', 'Mugihito', 'YoshihisaKawahara', 'SoraAmamiya', 'ToruFuruya']",['Japan'],TV-MA,"['AnimeSeries', 'InternationalTVShows']"
TV Show,bakugan: armored alliance,['nan'],['nan'],['nan'],TV-Y7,"['AnimeSeries', ""Kids'TV""]"
TV Show,bakugan: battle planet,['nan'],"['JonahWineberg', 'DevenChristianMack', 'MargaritaValderrama', 'TicoonKim', 'JasonDeline', 'WillBowes']","['Japan', 'Canada', 'UnitedStates']",TV-PG,"['AnimeSeries', ""Kids'TV""]"
TV Show,bal ganesh,['VijayS.Bhanushali'],"['MeghnaErandeJoshi', 'ParminderGhumman']",['nan'],TV-Y7,"[""Kids'TV""]"
TV Show,bala loca,['nan'],"['AlejandroGoic', 'TrinidadGonzález', 'IngridIsensee', 'MarioHorton', 'ManuelaOyarzún', 'FernandaUrrejola', 'CatalinaSaavedra', 'PabloSchwarz', 'AlineKüppenheim', 'MarcialTagle', 'VíctorQuezada', 'AlfredoCastro', 'RobertoFarías', 'HugoMedina', 'DanielCandia', 'MaríaPazGrandjean', 'AlejandroSieveking', 'NicolásDurán', 'SergioHernández', 'WillySemler', 'ErtoPantoja']",['Chile'],TV-MA,"['InternationalTVShows', 'Spanish-LanguageTVShows', 'TVDramas']"
Movie,balto,['SimonWells'],"['KevinBacon', 'BobHoskins', 'BridgetFonda', 'JimCummings', 'PhilCollins', 'JackAngel', 'DannyMann', 'RobbieRist']",['UnitedStates'],G,"['Children&FamilyMovies', 'Dramas']"
Movie,balto 2: wolf quest,['PhilWeinstein'],"['MauriceLaMarche', 'JodiBenson', 'LaceyChabert', 'DavidCarradine', 'MarkHamill', 'CharlesFleischer', 'PeterMacNicol', 'RobPaulsen', 'NicoletteLittle', 'MelanieStone']",['UnitedStates'],G,['Children&FamilyMovies']
Movie,balto 3: wings of change,['PhilWeinstein'],"['MauriceLaMarche', 'SeanAstin', 'KeithCarradine', 'CharlesFleischer', 'JodiBenson', 'BillFagerbakke', 'CharityJames', 'KathyNajimy', 'DavidPaymer', 'JeanSmart']",['UnitedStates'],G,['Children&FamilyMovies']
Movie,balu mahi,['HaissamHussain'],"['OsmanKhalidButt', 'AinyJaffri', 'SadafKanwal', 'KhurramPatras', 'AliSheikh', 'ZeeshanAli', 'DurdanaButt', 'ShafqatCheema', 'AdeelHashmi', 'JavedSheikh']",['Pakistan'],TV-MA,"['InternationalMovies', 'RomanticMovies']"
Movie,bana masal anlatma,['BurakAksak'],"['HandeDoğandemir', 'FatihArtman', 'DevrimYakut', 'CengizBozkurt', 'ErdalTosun', 'BeratYenilmez', 'ErcanYazgan', 'SadiCelilCengiz', 'CihanErcan', 'BurcuBiricik', 'TarıkÜnlüoğlu', 'GürkanUygun', 'GökçeBahadır']",['Turkey'],TV-14,"['Comedies', 'InternationalMovies', 'RomanticMovies']"
Movie,banana island ghost,['BBSasore'],"['Chigul', 'PatrickDiabuah', 'AdetomiwaEdun', 'UcheJumbo', 'SaidiBalogun', 'AliNuhu', 'BimboManuel', 'AkahNnani', 'DamilolaAdegbite', 'DorcasSholaFapson']",['Nigeria'],TV-14,"['Comedies', 'InternationalMovies']"
Movie,banana split,['BenKasulke'],"['HannahMarks', 'LianaLiberato', 'DylanSprouse', 'LukeSpencerRoberts', 'JessicaHecht', 'AddisonRiecke', 'MeaganKimberlySmith', 'HaleyRamm']",['UnitedStates'],TV-MA,"['Comedies', 'Dramas', 'IndependentMovies']"
Movie,band aid,['ZoeLister-Jones'],"['ZoeLister-Jones', 'AdamPally', 'FredArmisen', 'SusieEssman', 'Retta', 'HannahSimone', 'BrooklynDecker', 'AngeliqueCabral', 'ColinHanks', 'RaviV.Patel', 'JamieChung', 'ErinnHayes', 'GillianZinser', 'JesseWilliams']",['UnitedStates'],R,"['Comedies', 'Dramas', 'IndependentMovies']"
Movie,band of robbers,"['AaronNee', 'AdamNee']","['KyleGallner', 'AdamNee', 'MatthewGrayGubler', 'MelissaBenoist', 'HannibalBuress', 'EricChristianOlsen', 'StephenLang', 'DanielEdwardMora', 'JohnnyPemberton', 'CooperHuckabee', 'LeeGarlington', 'BethGrant', 'CreedBratton']",['UnitedStates'],NR,"['Action&Adventure', 'Comedies', 'IndependentMovies']"
Movie,bandie,['AloSarkar'],"['UttamKumar', 'SulakshanaPandit', 'UtpalDutt', 'Bindu', 'AmjadKhan', 'Helen', 'IndraniMukherjee', 'PadmaKhanna', 'Iftekhar']",['India'],TV-PG,"['Action&Adventure', 'Dramas', 'InternationalMovies']"
Movie,bang rajan 2,['TanitJitnukul'],"['PuriHiranyapluek', 'ParadornSrichaphan', 'ChatchaiPlengpanich']",['Thailand'],TV-MA,"['Action&Adventure', 'InternationalMovies']"
Movie,bangistan,['KaranAnshuman'],"['RiteishDeshmukh', 'PulkitSamrat', 'KumudMishra', 'ChandanRoySanyal', 'AryaBabbar', 'ShivkumarSubramaniam', 'TomAlter', 'JacquelineFernandez']",['India'],TV-14,"['Comedies', 'Dramas', 'InternationalMovies']"
TV Show,bangkok bachelors,['nan'],"['SeanJindachot', 'NuttDevahastinNaAyudhya', 'PatharamanopIsariy', 'ManatsanunPhanlerdwongsakul', 'AnchasaMongkhonsama', 'KeeratiMahapreukpong']",['nan'],TV-MA,"['InternationalTVShows', 'RomanticTVShows', 'TVComedies']"
TV Show,bangkok buddies,['nan'],"['VayuKessuvit', 'EkapolDeebunmee', 'NuttapongBoonyuen', 'ThanadolAuepongs', 'MartinSidel', 'NichaphatChatchaipholrat', 'NarupornkamolChaisang', 'JidapaSiribunchawan', 'HortnarongTeng', 'EverestMoe', 'LeTrungHieu']",['Thailand'],TV-MA,"['InternationalTVShows', 'TVComedies', 'TVDramas']"
Movie,bangkok hell,['ManopJanjarasskul'],"['ChaladNaSongkhla', ""Sahatchai'Stop'Chumrum"", 'PornchaiHongrattanaporn', 'KongsakKaenmeepol', 'SamartSaengsa-Ngiam', 'SuthpongKanithanon']",['Thailand'],TV-MA,"['Dramas', 'InternationalMovies']"
TV Show,bangkok love stories: hey you!,['nan'],"['WanidaTermthanaporn', 'IsariyaPatharamanop', 'NontanunAnchuleepradit', 'ChonnikanNetjui', 'AttharutKrongrasri', 'SumetOng-Art', 'PenpakSirikul', 'SuppakornChaiyo', 'ThawatPornrattanaprasert', 'M.L.KwantipDevakula', 'YingsakChonglertjetsadawong', 'ApichetAtirattana', 'RikaIshige']",['nan'],TV-14,"['InternationalTVShows', 'RomanticTVShows', 'TVDramas']"
TV Show,bangkok love stories: innocence,['nan'],"['NidaPatcharaveerapong', 'NicoleTheriault', 'NattapolDiloknawarit', 'TosatidDarnkhuntod', 'NarupornkamolChaisang', 'PavadeeKomchokpaisan', 'KawinManonukul', 'PonlawitKetprapakorn', 'RudklaoAmratisha', 'ParamejNoiam', 'TachakornBoonlupyanun', 'TeeraPratumtree', 'NawaratTecharathanaprasert', 'NaphonPhromsuwan']",['Thailand'],TV-14,"['InternationalTVShows', 'RomanticTVShows', 'TVDramas']"
TV Show,bangkok love stories: objects of affection,['nan'],"['ApinyaSakuljaroensuk', 'KanokchatMunyadon', 'GyeonSeo', 'NalinHohler', 'ThongpoomSiripipat', 'ChinawutIndracusin', 'PreeyadaSitthachai', 'AkarinAkaranitimaytharatt', 'AdulCharoenrasameekiat', 'KanlayaLertkasemsup']",['Thailand'],TV-14,"['InternationalTVShows', 'RomanticTVShows', 'TVDramas']"
TV Show,bangkok love stories: plead,['nan'],"['ChanonSantinatornkul', 'SutattaUdomsilp', 'MorakotLiu', 'VarotMakaduangkeo', 'SutthatipWutichaipradit', 'CholsawasTiewwanichkul', 'SurapolPoonpiriya', 'HattayaWongkrachang']",['Thailand'],TV-14,"['InternationalTVShows', 'RomanticTVShows', 'TVDramas']"
Movie,bangkok traffic (love) story,['AdisornTresirikasem'],"['TheeradejWongpuapan', 'SirinHorwang', 'UngsumalynnSirapatsakmetha', 'PanissaraPhimpru', 'TaksaornPaksukcharern', 'CharlieTrairat', 'KazukiYano']",['Thailand'],TV-14,"['Comedies', 'InternationalMovies', 'RomanticMovies']"
Movie,barça dreams,['JordiLlompart'],"['JohanCruyff', 'AndrésIniesta', 'GaryLineker', 'XaviHernández', 'LionelMessi', 'PauGasol']",['Spain'],TV-MA,"['Documentaries', 'InternationalMovies', 'SportsMovies']"
Movie,barah aana,['RajaMenon'],"['NaseeruddinShah', 'ArjunMathur', 'VijayRaaz', 'TannishthaChatterjee', 'ViolantePlacido', 'BenjaminGilani']",['India'],TV-14,"['Dramas', 'InternationalMovies']"
Movie,barakah meets barakah,['MahmoudSabbagh'],"['HishamFageeh', 'FatimaAl-Banawi', 'SamiHifny', 'KhairiaNazmi', 'AbdulmajeedAl-Ruhaidi']",['SaudiArabia'],TV-MA,"['Comedies', 'InternationalMovies', 'RomanticMovies']"
TV Show,barbarians,['nan'],"['LaurenceRupp', 'JeanneGoursaud', 'DavidSchütter', 'RonaldZehrfeld', 'NickivonTempelhoff', 'BernhardSchütz', 'EvaVerenaMüller', 'SophieRois', 'GaetanoAronica', 'NikolaiKinski', 'JeremyMiliker']",['Germany'],TV-MA,"['InternationalTVShows', 'TVAction&Adventure', 'TVDramas']"
Movie,barbecue,['MatthewSalleh'],['nan'],"['Australia', 'Armenia', 'Japan', 'Jordan', 'Mexico', 'Mongolia', 'NewZealand', 'Philippines', 'SouthAfrica', 'Sweden', 'UnitedStates', 'Uruguay']",TV-MA,"['Documentaries', 'InternationalMovies']"
Movie,barbie & her sisters in a pony tale,['KyranKelly'],"['KellySheridan', 'KazumiEvans', 'ClaireCorlett', 'AshlynDrummond', 'AlexKelly', 'TabithaSt.Germain', 'ShannonChan-Kent']",['UnitedStates'],TV-Y,['Children&FamilyMovies']
Movie,barbie dolphin magic,['ConradHelten'],"['EricaLindbeck', 'ShannonChan-Kent', 'KazumiEvans', 'ClaireCorlett', 'CianaSwales', 'AdrianPetriw', 'MarykeHendrikse', 'PaulDobson', 'GarryChalk']","['UnitedStates', 'Canada']",TV-Y,['Children&FamilyMovies']
TV Show,barbie dreamhouse adventures,['nan'],"['AmericaYoung', 'KirstenDay', 'CassandraMorris', 'CassidyNaber', 'RiteshRajan']","['UnitedStates', 'Canada']",TV-Y,"[""Kids'TV""]"
TV Show,barbie dreamhouse adventures: go team roberts,['nan'],"['AmericaYoung', 'KirstenDay', 'CassandraMorris', 'CassidyNaber', 'EmmaGalvin', 'StephanieSheh', 'DesiraeWhitfield', 'CristinaMilizia', 'LisaFuson', 'GregChun', 'RiteshRajan', 'EamonBrennan']",['nan'],TV-Y,"[""Kids'TV""]"
Movie,barbie in a mermaid tale,['AdamWood'],"['KellySheridan', 'KathleenBarr', 'TabithaSt.Germain', 'PeterMel', 'NakiaBurrise', 'MarykeHendrikse', 'EmmaPierson', 'CiaraJanson', 'GarryChalk', 'NicoleOliver']",['UnitedStates'],TV-Y,['Children&FamilyMovies']
Movie,barbie in princess power,['ZekeNorton'],"['KellySheridan', 'BrittIrvin', 'MichaelKopsa', 'RebeccaHusain', 'KiraTozer']",['UnitedStates'],TV-Y,['Children&FamilyMovies']
Movie,barbie in rock 'n royals,['KarenJ.Lloyd'],"['KellySheridan', 'ChiaraZanni', 'BethanyBrown', 'DevynDalton', 'MichaelDobson', 'BrynnaDrummond', 'RachelHarrison', 'AlessandroJuliani', 'PeterKelamis', 'OmariNewton', 'IngridNilson', 'NicoleOliver', 'ShaunSmyth', 'KiraTozer']",['UnitedStates'],TV-Y,['Children&FamilyMovies']
TV Show,barbie life in the dreamhouse,['nan'],"['KateHiggins', 'SeanHankinson', 'HavilandStillwell', 'PaulaRhodes', 'CharlieBodin', 'LauraGerow', 'KatieCrown', 'NakiaBurrise', 'TaraSands', 'AshlynSelich']","['UnitedStates', 'Canada']",TV-Y,"[""Kids'TV"", 'TVComedies']"
Movie,barbie princess adventure,['ConradHelten'],"['AmericaYoung', 'EricaLindbeck', 'RiteshRajan', 'DaveFennoy', 'StephanieSheh', 'CristinaMilizia', 'DesiraeWhitfield', 'EmmaGalvin', 'AngeloRestaino', 'EamonBrennan', 'OgieBanks']",['UnitedStates'],TV-Y,"['Children&FamilyMovies', 'Music&Musicals']"
Movie,barbie star light adventure,"['AndrewTan', 'MichaelGoguen']","['EricaLindbeck', 'RobbieDaymond', 'KimberlyWoods', 'SarahAnneWilliams', 'MichaelChandler', 'DwightSchultz', 'BenBledsoe', 'JonathanLipow', 'LucienDodge', 'LauraPost']",['UnitedStates'],TV-Y,['Children&FamilyMovies']
Movie,barbie: a fairy secret,['WilliamLau'],"['DianaKaarina', 'AdrianPetriw', 'BrittIrvin', 'CassandraMorris', 'KateHiggins', 'SilvioPollio', 'BrittneyWilson', 'AlexandraCarter', 'NicoleOliver', 'BarbaraTyson']",['UnitedStates'],TV-Y7,['Children&FamilyMovies']
Movie,barbie: princess charm school,['EzekielNorton'],"['DianaKaarina', 'MorwennaBanks', 'NicoleOliver', 'BrittneyWilson', 'AliLiebert', 'ShannonChan-Kent', 'MadeleinePeters', 'CathyWeseluck', 'EllenKennedy', 'VincentTong', 'DerekWaters', 'BrianDrummond', 'TabithaSt.Germain', 'BethanyBrown', 'MirandaNolte', 'KellyMetzger', 'KazumiEvans', 'AnnaCummer']","['UnitedStates', 'Canada']",TV-Y,['Children&FamilyMovies']
Movie,barbie: spy squad,['ConradHelten'],"['EricaLindbeck', 'StephanieSheh', 'JennyPellicer', 'AlyssyaSwales', 'ElizabethIrving', 'BrianDobson', 'RebeccaHusain', 'CathyWeseluck']","['UnitedStates', 'Canada']",TV-Y,['Children&FamilyMovies']
Movie,barbie: the princess & the popstar,['EzekielNorton'],"['KellySheridan', 'JenniferWaris', 'AshleighBall', 'TiffanyKathryn', 'EllieKing', 'PeterKelamis', 'JonathanHolmes', 'AllisonWarnyca', 'ChristopherGaze', 'LaurenLavoie']",['UnitedStates'],TV-Y,['Children&FamilyMovies']
Movie,barbie: video game hero,"['ConradHelten', 'EzekielNorton', 'MichaelGoguen']","['EricaLindbeck', 'SiennaBohn', 'ShannonChan-Kent', 'MichaelDobson', 'AlyssyaSwales', 'RebekahAsselstine', 'BradSwaile', 'SamVincent', 'IngridNilson', 'NestaCooper']",['UnitedStates'],TV-Y,['Children&FamilyMovies']
Movie,barbra: the music ... the mem'ries ... the magic!,"['BarbraStreisand', 'JimGable']",['BarbraStreisand'],['UnitedStates'],TV-14,['Music&Musicals']
Movie,barcelona: a love untold,['OliviaM.Lamasan'],"['KathrynBernardo', 'DanielPadilla', 'JoshuaGarcia', 'AikoMelendez', 'JoeyMarquez', 'RickyDavao', 'MariaIsabelLopez', 'AnaCapri', 'CrisVillanueva']",['Philippines'],TV-14,"['Dramas', 'InternationalMovies', 'RomanticMovies']"
